"Statistic","Year","Region","UNIT","VALUE"
"Indices of GVA per person at Basic Prices (State=100)","2004","Dublin and Mid-East","State=100","121.4"
"Indices of GVA per person at Basic Prices (State=100)","2004","Mid-East","State=100","84.2"
"Indices of GVA per person at Basic Prices (State=100)","2004","Midland","State=100","69.2"
"Indices of GVA per person at Basic Prices (State=100)","2005","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2005","Northern and Western","State=100","66.3"
"Indices of GVA per person at Basic Prices (State=100)","2005","Border","State=100","60.6"
"Indices of GVA per person at Basic Prices (State=100)","2005","West","State=100","71.2"
"Indices of GVA per person at Basic Prices (State=100)","2005","Southern","State=100","93.9"
"Indices of GVA per person at Basic Prices (State=100)","2005","Mid-West","State=100","85.3"
"Indices of GVA per person at Basic Prices (State=100)","2005","South-East","State=100","71.4"
"Indices of GVA per person at Basic Prices (State=100)","2005","South-West","State=100","113.6"
"Indices of GVA per person at Basic Prices (State=100)","2005","Eastern and Midland","State=100","117.2"
"Indices of GVA per person at Basic Prices (State=100)","2005","Dublin","State=100","145.4"
"Indices of GVA per person at Basic Prices (State=100)","2005","Dublin and Mid-East","State=100","124.5"
"Indices of GVA per person at Basic Prices (State=100)","2005","Mid-East","State=100","81.6"
"Indices of GVA per person at Basic Prices (State=100)","2005","Midland","State=100","65.3"
"Indices of GVA per person at Basic Prices (State=100)","2006","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2006","Northern and Western","State=100","68.6"
"Indices of GVA per person at Basic Prices (State=100)","2006","Border","State=100","63.8"
"Indices of GVA per person at Basic Prices (State=100)","2006","West","State=100","72.7"
"Indices of GVA per person at Basic Prices (State=100)","2006","Southern","State=100","94.2"
"Indices of GVA per person at Basic Prices (State=100)","2006","Mid-West","State=100","83.5"
"Indices of GVA per person at Basic Prices (State=100)","2006","South-East","State=100","74"
"Indices of GVA per person at Basic Prices (State=100)","2006","South-West","State=100","114.2"
"Indices of GVA per person at Basic Prices (State=100)","2006","Eastern and Midland","State=100","116"
"Indices of GVA per person at Basic Prices (State=100)","2006","Dublin","State=100","141"
"Indices of GVA per person at Basic Prices (State=100)","2006","Dublin and Mid-East","State=100","122.6"
"Indices of GVA per person at Basic Prices (State=100)","2006","Mid-East","State=100","85.3"
"Indices of GVA per person at Basic Prices (State=100)","2006","Midland","State=100","70"
"Indices of GVA per person at Basic Prices (State=100)","2007","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2007","Northern and Western","State=100","66.3"
"Indices of GVA per person at Basic Prices (State=100)","2007","Border","State=100","60.5"
"Indices of GVA per person at Basic Prices (State=100)","2007","West","State=100","71.3"
"Indices of GVA per person at Basic Prices (State=100)","2007","Southern","State=100","96.2"
"Indices of GVA per person at Basic Prices (State=100)","2007","Mid-West","State=100","85.5"
"Indices of GVA per person at Basic Prices (State=100)","2007","South-East","State=100","75.2"
"Indices of GVA per person at Basic Prices (State=100)","2007","South-West","State=100","116.5"
"Indices of GVA per person at Basic Prices (State=100)","2007","Eastern and Midland","State=100","115.4"
"Indices of GVA per person at Basic Prices (State=100)","2007","Dublin","State=100","140.8"
"Indices of GVA per person at Basic Prices (State=100)","2007","Dublin and Mid-East","State=100","122.5"
"Indices of GVA per person at Basic Prices (State=100)","2007","Mid-East","State=100","85.7"
"Indices of GVA per person at Basic Prices (State=100)","2007","Midland","State=100","65.5"
"Indices of GVA per person at Basic Prices (State=100)","2008","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2008","Northern and Western","State=100","66.2"
"Indices of GVA per person at Basic Prices (State=100)","2008","Border","State=100","59.6"
"Indices of GVA per person at Basic Prices (State=100)","2008","West","State=100","72"
"Indices of GVA per person at Basic Prices (State=100)","2008","Southern","State=100","94.3"
"Indices of GVA per person at Basic Prices (State=100)","2008","Mid-West","State=100","84.3"
"Indices of GVA per person at Basic Prices (State=100)","2008","South-East","State=100","76.1"
"Indices of GVA per person at Basic Prices (State=100)","2008","South-West","State=100","112.4"
"Indices of GVA per person at Basic Prices (State=100)","2008","Eastern and Midland","State=100","116.8"
"Indices of GVA per person at Basic Prices (State=100)","2008","Dublin","State=100","145.1"
"Indices of GVA per person at Basic Prices (State=100)","2008","Dublin and Mid-East","State=100","124.6"
"Indices of GVA per person at Basic Prices (State=100)","2008","Mid-East","State=100","83.3"
"Indices of GVA per person at Basic Prices (State=100)","2008","Midland","State=100","62.5"
"Indices of GVA per person at Basic Prices (State=100)","2009","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2009","Northern and Western","State=100","64.9"
"Indices of GVA per person at Basic Prices (State=100)","2009","Border","State=100","56"
"Indices of GVA per person at Basic Prices (State=100)","2009","West","State=100","72.7"
"Indices of GVA per person at Basic Prices (State=100)","2009","Southern","State=100","94.7"
"Indices of GVA per person at Basic Prices (State=100)","2009","Mid-West","State=100","82.1"
"Indices of GVA per person at Basic Prices (State=100)","2009","South-East","State=100","67.6"
"Indices of GVA per person at Basic Prices (State=100)","2009","South-West","State=100","120.1"
"Indices of GVA per person at Basic Prices (State=100)","2009","Eastern and Midland","State=100","117.1"
"Indices of GVA per person at Basic Prices (State=100)","2009","Dublin","State=100","146.1"
"Indices of GVA per person at Basic Prices (State=100)","2009","Dublin and Mid-East","State=100","125.2"
"Indices of GVA per person at Basic Prices (State=100)","2009","Mid-East","State=100","83.8"
"Indices of GVA per person at Basic Prices (State=100)","2009","Midland","State=100","61"
"Indices of GVA per person at Basic Prices (State=100)","2010","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2010","Northern and Western","State=100","67.1"
"Indices of GVA per person at Basic Prices (State=100)","2010","Border","State=100","55.2"
"Indices of GVA per person at Basic Prices (State=100)","2010","West","State=100","77.8"
"Indices of GVA per person at Basic Prices (State=100)","2010","Southern","State=100","93.6"
"Indices of GVA per person at Basic Prices (State=100)","2010","Mid-West","State=100","83.1"
"Indices of GVA per person at Basic Prices (State=100)","2010","South-East","State=100","65.2"
"Indices of GVA per person at Basic Prices (State=100)","2010","South-West","State=100","118.6"
"Indices of GVA per person at Basic Prices (State=100)","2010","Eastern and Midland","State=100","116.9"
"Indices of GVA per person at Basic Prices (State=100)","2010","Dublin","State=100","152.9"
"Indices of GVA per person at Basic Prices (State=100)","2010","Dublin and Mid-East","State=100","125.8"
"Indices of GVA per person at Basic Prices (State=100)","2010","Mid-East","State=100","72.8"
"Indices of GVA per person at Basic Prices (State=100)","2010","Midland","State=100","56.7"
"Indices of GVA per person at Basic Prices (State=100)","2011","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2011","Northern and Western","State=100","71.3"
"Indices of GVA per person at Basic Prices (State=100)","2011","Border","State=100","58.2"
"Indices of GVA per person at Basic Prices (State=100)","2011","West","State=100","82.9"
"Indices of GVA per person at Basic Prices (State=100)","2011","Southern","State=100","98.6"
"Indices of GVA per person at Basic Prices (State=100)","2011","Mid-West","State=100","85"
"Indices of GVA per person at Basic Prices (State=100)","2011","South-East","State=100","63.9"
"Indices of GVA per person at Basic Prices (State=100)","2011","South-West","State=100","129.6"
"Indices of GVA per person at Basic Prices (State=100)","2011","Eastern and Midland","State=100","111.8"
"Indices of GVA per person at Basic Prices (State=100)","2011","Dublin","State=100","148.3"
"Indices of GVA per person at Basic Prices (State=100)","2011","Dublin and Mid-East","State=100","120.1"
"Indices of GVA per person at Basic Prices (State=100)","2011","Mid-East","State=100","65.2"
"Indices of GVA per person at Basic Prices (State=100)","2011","Midland","State=100","55.2"
"Indices of GVA per person at Basic Prices (State=100)","2012","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2012","Northern and Western","State=100","69.2"
"Indices of GVA per person at Basic Prices (State=100)","2012","Border","State=100","54.8"
"Indices of GVA per person at Basic Prices (State=100)","2012","West","State=100","82"
"Indices of GVA per person at Basic Prices (State=100)","2012","Southern","State=100","98.8"
"Indices of GVA per person at Basic Prices (State=100)","2012","Mid-West","State=100","86"
"Indices of GVA per person at Basic Prices (State=100)","2012","South-East","State=100","64.2"
"Indices of GVA per person at Basic Prices (State=100)","2012","South-West","State=100","129.2"
"Indices of GVA per person at Basic Prices (State=100)","2012","Eastern and Midland","State=100","112.5"
"Indices of GVA per person at Basic Prices (State=100)","2012","Dublin","State=100","150.2"
"Indices of GVA per person at Basic Prices (State=100)","2012","Dublin and Mid-East","State=100","121"
"Indices of GVA per person at Basic Prices (State=100)","2012","Mid-East","State=100","64.4"
"Indices of GVA per person at Basic Prices (State=100)","2012","Midland","State=100","53.9"
"Indices of GVA per person at Basic Prices (State=100)","2013","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2013","Northern and Western","State=100","62.2"
"Indices of GVA per person at Basic Prices (State=100)","2013","Border","State=100","51.3"
"Indices of GVA per person at Basic Prices (State=100)","2013","West","State=100","71.8"
"Indices of GVA per person at Basic Prices (State=100)","2013","Southern","State=100","95.3"
"Indices of GVA per person at Basic Prices (State=100)","2013","Mid-West","State=100","80"
"Indices of GVA per person at Basic Prices (State=100)","2013","South-East","State=100","75.5"
"Indices of GVA per person at Basic Prices (State=100)","2013","South-West","State=100","118.2"
"Indices of GVA per person at Basic Prices (State=100)","2013","Eastern and Midland","State=100","117.6"
"Indices of GVA per person at Basic Prices (State=100)","2013","Dublin","State=100","159.7"
"Indices of GVA per person at Basic Prices (State=100)","2013","Dublin and Mid-East","State=100","127.7"
"Indices of GVA per person at Basic Prices (State=100)","2013","Mid-East","State=100","65.2"
"Indices of GVA per person at Basic Prices (State=100)","2013","Midland","State=100","49.1"
"Indices of GVA per person at Basic Prices (State=100)","2014","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2014","Northern and Western","State=100","60.6"
"Indices of GVA per person at Basic Prices (State=100)","2014","Border","State=100","47.4"
"Indices of GVA per person at Basic Prices (State=100)","2014","West","State=100","72.3"
"Indices of GVA per person at Basic Prices (State=100)","2014","Southern","State=100","92.4"
"Indices of GVA per person at Basic Prices (State=100)","2014","Mid-West","State=100","70.1"
"Indices of GVA per person at Basic Prices (State=100)","2014","South-East","State=100","68.1"
"Indices of GVA per person at Basic Prices (State=100)","2014","South-West","State=100","123.1"
"Indices of GVA per person at Basic Prices (State=100)","2014","Eastern and Midland","State=100","120.2"
"Indices of GVA per person at Basic Prices (State=100)","2014","Dublin","State=100","164.4"
"Indices of GVA per person at Basic Prices (State=100)","2014","Dublin and Mid-East","State=100","130.6"
"Indices of GVA per person at Basic Prices (State=100)","2014","Mid-East","State=100","64.8"
"Indices of GVA per person at Basic Prices (State=100)","2014","Midland","State=100","49.2"
"Indices of GVA per person at Basic Prices (State=100)","2015","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2015","Northern and Western","State=100","47.3"
"Indices of GVA per person at Basic Prices (State=100)","2015","Border","State=100","37.1"
"Indices of GVA per person at Basic Prices (State=100)","2015","West","State=100","56.3"
"Indices of GVA per person at Basic Prices (State=100)","2015","Southern","State=100","127.6"
"Indices of GVA per person at Basic Prices (State=100)","2015","Mid-West","State=100",""
"Indices of GVA per person at Basic Prices (State=100)","2015","South-East","State=100","60.3"
"Indices of GVA per person at Basic Prices (State=100)","2015","South-West","State=100",""
"Indices of GVA per person at Basic Prices (State=100)","2015","Eastern and Midland","State=100","100.7"
"Indices of GVA per person at Basic Prices (State=100)","2015","Dublin","State=100","132.4"
"Indices of GVA per person at Basic Prices (State=100)","2015","Dublin and Mid-East","State=100","109.1"
"Indices of GVA per person at Basic Prices (State=100)","2015","Mid-East","State=100","63.8"
"Indices of GVA per person at Basic Prices (State=100)","2015","Midland","State=100","43.3"
"Indices of GVA per person at Basic Prices (State=100)","2016","State","State=100","100"
"Indices of GVA per person at Basic Prices (State=100)","2016","Northern and Western","State=100","44.8"
"Indices of GVA per person at Basic Prices (State=100)","2016","Border","State=100","34.9"
"Indices of GVA per person at Basic Prices (State=100)","2016","West","State=100","53.6"
"Indices of GVA per person at Basic Prices (State=100)","2016","Southern","State=100","115.7"
"Indices of GVA per person at Basic Prices (State=100)","2016","Mid-West","State=100",""
